1789716900.002283 server started (2187779): version 3.4, socket /tmp/tmux-1008/default, protocol 8
1789716900.002296 on Linux 7.0.0-28-generic #28~24.04.1-Ubuntu SMP PREEMPT_DYNAMIC Wed Jul  1 15:50:57 UTC 2
1789716900.002301 using libevent 2.1.12-stable poll
1789716900.002303 using ncurses 6.4 20240113
1789717279.147067 utf8_from_data: (1 1 () -> 41000028
1789717279.147069 utf8_from_data: (1 1 () -> 41000028
1789717279.147071 utf8_from_data: (1 1 () -> 41000028
1789717279.147073 utf8_from_data: (1 1 () -> 41000028
1789717279.147074 utf8_from_data: (1 1 () -> 41000028
1789717279.147076 utf8_from_data: (1 1 () -> 41000028
1789717279.147078 utf8_from_data: (1 1 () -> 41000028
1789717279.147079 utf8_from_data: (1 1 () -> 41000028
1789717279.147081 utf8_from_data: (1 1 () -> 41000028
1789717279.147083 utf8_from_data: (1 1 () -> 41000028
1789717279.147084 utf8_from_data: (1 1 () -> 41000028
1789717279.147086 utf8_from_data: (1 1 () -> 41000028
1789717279.147088 input_csi_dispatch: 'm' "" "0;0"
1789717279.147090 parameter 0: number 0
1789717279.147091 parameter 1: number 0
1789717279.147093 screen_write_collect_trim: 0x60e08009d2d0 0-22 before 23-79
1789717279.147095 screen_write_collect_trim: 0x60e0800d1190 23-79 inside 23-79
1789717279.147097 screen_write_collect_end: 57                             ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^ (at 23,23)
1789717279.147099 utf8_from_data: (1 1  ) -> 41000020
1789717279.147101 utf8_from_data: (1 1  ) -> 41000020
1789717279.147105 utf8_from_data: (1 1  ) -> 41000020
1789717279.147107 utf8_from_data: (1 1  ) -> 41000020
1789717279.147108 utf8_from_data: (1 1  ) -> 41000020
1789717279.147110 utf8_from_data: (1 1  ) -> 41000020
1789717279.147112 utf8_from_data: (1 1  ) -> 41000020
1789717279.147113 utf8_from_data: (1 1  ) -> 41000020
1789717279.147115 utf8_from_data: (1 1  ) -> 41000020
1789717279.147117 utf8_from_data: (1 1  ) -> 41000020
1789717279.147118 utf8_from_data: (1 1  ) -> 41000020
1789717279.147120 utf8_from_data: (1 1  ) -> 41000020
1789717279.147122 utf8_from_data: (1 1  ) -> 41000020
1789717279.147123 utf8_from_data: (1 1  ) -> 41000020
1789717279.147125 utf8_from_data: (1 1  ) -> 41000020
1789717279.147127 utf8_from_data: (1 1  ) -> 41000020
1789717279.147128 utf8_from_data: (1 1  ) -> 41000020
1789717279.147130 utf8_from_data: (1 1  ) -> 41000020
1789717279.147132 utf8_from_data: (1 1  ) -> 41000020
1789717279.147134 utf8_from_data: (1 1  ) -> 41000020
1789717279.147135 utf8_from_data: (1 1  ) -> 41000020
1789717279.147137 utf8_from_data: (1 1  ) -> 41000020
1789717279.147138 utf8_from_data: (1 1  ) -> 41000020
1789717279.147142 utf8_from_data: (1 1  ) -> 41000020
1789717279.147144 utf8_from_data: (1 1  ) -> 41000020
1789717279.147145 utf8_from_data: (1 1  ) -> 41000020
1789717279.147147 utf8_from_data: (1 1  ) -> 41000020
1789717279.147149 utf8_from_data: (1 1  ) -> 41000020
1789717279.147150 utf8_from_data: (1 1  ) -> 41000020
1789717279.147151 utf8_from_data: (1 1  ) -> 41000020
1789717279.147153 utf8_from_data: (1 1  ) -> 41000020
1789717279.147155 utf8_from_data: (1 1  ) -> 41000020
1789717279.147157 utf8_from_data: (1 1  ) -> 41000020
1789717279.147159 utf8_from_data: (1 1  ) -> 41000020
1789717279.147160 utf8_from_data: (1 1  ) -> 41000020
1789717279.147162 utf8_from_data: (1 1  ) -> 41000020
1789717279.147164 utf8_from_data: (1 1  ) -> 41000020
1789717279.147165 utf8_from_data: (1 1  ) -> 41000020
1789717279.147167 utf8_from_data: (1 1  ) -> 41000020
1789717279.147169 utf8_from_data: (1 1  ) -> 41000020
1789717279.147170 utf8_from_data: (1 1  ) -> 41000020
1789717279.147172 utf8_from_data: (1 1  ) -> 41000020
1789717279.147174 utf8_from_data: (1 1  ) -> 41000020
1789717279.147175 utf8_from_data: (1 1  ) -> 41000020
1789717279.147177 utf8_from_data: (1 1  ) -> 41000020
1789717279.147179 utf8_from_data: (1 1  ) -> 41000020
1789717279.147181 utf8_from_data: (1 1  ) -> 41000020
1789717279.147182 utf8_from_data: (1 1  ) -> 41000020
1789717279.147183 utf8_from_data: (1 1  ) -> 41000020
1789717279.147186 utf8_from_data: (1 1  ) -> 41000020
1789717279.147187 utf8_from_data: (1 1  ) -> 41000020
1789717279.147190 utf8_from_data: (1 1  ) -> 41000020
1789717279.147192 utf8_from_data: (1 1  ) -> 41000020
1789717279.147193 utf8_from_data: (1 1  ) -> 41000020
1789717279.147195 utf8_from_data: (1 1  ) -> 41000020
1789717279.147197 utf8_from_data: (1 1  ) -> 41000020
1789717279.147198 utf8_from_data: (1 1  ) -> 41000020
1789717279.147200 screen_write_collect_add: wrapped at 80,23
1789717279.147202 screen_write_linefeed: at 80,23 (region 0-23)
1789717279.147204 screen_write_collect_scroll: at 80,23 (region 0-23)
1789717279.147207 screen_write_collect_trim: 0x60e08009c120 0-79 end 0-6
1789717279.147209 screen_write_collect_trim: 0x60e08009c120 now 7-81
1789717279.147210 screen_write_collect_end: 7 ^^^^^^^ (at 0,23)
1789717279.147212 utf8_from_data: (1 1 ^) -> 4100005e
1789717279.147214 utf8_from_data: (1 1 ^) -> 4100005e
1789717279.147216 utf8_from_data: (1 1 ^) -> 4100005e
1789717279.147217 utf8_from_data: (1 1 ^) -> 4100005e
1789717279.147220 utf8_from_data: (1 1 ^) -> 4100005e
1789717279.147221 utf8_from_data: (1 1 ^) -> 4100005e
1789717279.147223 utf8_from_data: (1 1 ^) -> 4100005e
1789717279.147224 input_c0_dispatch: '\r'
1789717279.147226 input_c0_dispatch: '\n'
1789717279.147228 screen_write_linefeed: at 0,23 (region 0-23)
1789717279.147230 screen_write_collect_scroll: at 0,23 (region 0-23)
1789717279.147232 input_csi_dispatch: 'm' "" "0;36"
1789717279.147234 parameter 0: number 0
1789717279.147235 parameter 1: number 36
1789717279.147239 screen_write_collect_trim: 0x60e0800d1190 0-79 end 0-22
1789717279.147241 screen_write_collect_trim: 0x60e0800d1190 now 23-81
1789717279.147243 screen_write_collect_end: 23 (APIServer pid=2188800) (at 0,23)
1789717279.147244 utf8_from_data: (1 1 () -> 41000028
1789717279.147246 utf8_from_data: (1 1 () -> 41000028
1789717279.147248 utf8_from_data: (1 1 () -> 41000028
1789717279.147250 utf8_from_data: (1 1 () -> 41000028
1789717279.147252 utf8_from_data: (1 1 () -> 41000028
1789717279.147253 utf8_from_data: (1 1 () -> 41000028
1789717279.147255 utf8_from_data: (1 1 () -> 41000028
1789717279.147257 utf8_from_data: (1 1 () -> 41000028
1789717279.147258 utf8_from_data: (1 1 () -> 41000028
1789717279.147260 utf8_from_data: (1 1 () -> 41000028
1789717279.147262 utf8_from_data: (1 1 () -> 41000028
1789717279.147263 utf8_from_data: (1 1 () -> 41000028
1789717279.147265 utf8_from_data: (1 1 () -> 41000028
1789717279.147267 utf8_from_data: (1 1 () -> 41000028
1789717279.147268 utf8_from_data: (1 1 () -> 41000028
1789717279.147270 utf8_from_data: (1 1 () -> 41000028
1789717279.147272 utf8_from_data: (1 1 () -> 41000028
1789717279.147274 utf8_from_data: (1 1 () -> 41000028
1789717279.147276 utf8_from_data: (1 1 () -> 41000028
1789717279.147278 utf8_from_data: (1 1 () -> 41000028
1789717279.147280 utf8_from_data: (1 1 () -> 41000028
1789717279.147281 utf8_from_data: (1 1 () -> 41000028
1789717279.147282 utf8_from_data: (1 1 () -> 41000028
1789717279.147285 input_csi_dispatch: 'm' "" "0;0"
1789717279.147286 parameter 0: number 0
1789717279.147288 parameter 1: number 0
1789717279.147290 screen_write_collect_trim: 0x60e0800a6550 0-22 before 23-79
1789717279.147292 screen_write_collect_trim: 0x60e0800d1190 23-79 inside 23-79
1789717279.147294 screen_write_collect_end: 57    File "/home/zezheng/miniconda3/envs/cbetter/lib/python (at 23,23)
1789717279.147296 utf8_from_data: (1 1  ) -> 41000020
1789717279.147298 utf8_from_data: (1 1  ) -> 41000020
1789717279.147300 utf8_from_data: (1 1  ) -> 41000020
1789717279.147301 utf8_from_data: (1 1  ) -> 41000020
1789717279.147303 utf8_from_data: (1 1  ) -> 41000020
1789717279.147305 utf8_from_data: (1 1  ) -> 41000020
1789717279.147307 utf8_from_data: (1 1  ) -> 41000020
1789717279.147309 utf8_from_data: (1 1  ) -> 41000020
1789717279.147310 utf8_from_data: (1 1  ) -> 41000020
1789717279.147312 utf8_from_data: (1 1  ) -> 41000020
1789717279.147314 utf8_from_data: (1 1  ) -> 41000020
1789717279.147315 utf8_from_data: (1 1  ) -> 41000020
1789717279.147317 utf8_from_data: (1 1  ) -> 41000020
1789717279.147319 utf8_from_data: (1 1  ) -> 41000020
1789717279.147320 utf8_from_data: (1 1  ) -> 41000020
1789717279.147322 utf8_from_data: (1 1  ) -> 41000020
1789717279.147324 utf8_from_data: (1 1  ) -> 41000020
1789717279.147326 utf8_from_data: (1 1  ) -> 41000020
1789717279.147328 utf8_from_data: (1 1  ) -> 41000020
1789717279.147329 utf8_from_data: (1 1  ) -> 41000020
1789717279.147331 utf8_from_data: (1 1  ) -> 41000020
1789717279.147334 utf8_from_data: (1 1  ) -> 41000020
1789717279.147336 utf8_from_data: (1 1  ) -> 41000020
1789717279.147338 utf8_from_data: (1 1  ) -> 41000020
1789717279.147340 utf8_from_data: (1 1  ) -> 41000020
1789717279.147341 utf8_from_data: (1 1  ) -> 41000020
1789717279.147343 utf8_from_data: (1 1  ) -> 41000020
1789717279.147348 utf8_from_data: (1 1  ) -> 41000020
1789717279.147372 utf8_from_data: (1 1  ) -> 41000020
1789717279.147374 utf8_from_data: (1 1  ) -> 41000020
1789717279.147375 utf8_from_data: (1 1  ) -> 41000020
1789717279.147378 utf8_from_data: (1 1  ) -> 41000020
1789717279.147380 utf8_from_data: (1 1  ) -> 41000020
1789717279.147381 utf8_from_data: (1 1  ) -> 41000020
1789717279.147383 utf8_from_data: (1 1  ) -> 41000020
1789717279.147385 utf8_from_data: (1 1  ) -> 41000020
1789717279.147387 utf8_from_data: (1 1  ) -> 41000020
1789717279.147388 utf8_from_data: (1 1  ) -> 41000020
1789717279.147390 utf8_from_data: (1 1  ) -> 41000020
1789717279.147392 utf8_from_data: (1 1  ) -> 41000020
1789717279.147393 utf8_from_data: (1 1  ) -> 41000020
1789717279.147397 utf8_from_data: (1 1  ) -> 41000020
1789717279.147399 utf8_from_data: (1 1  ) -> 41000020
1789717279.147401 utf8_from_data: (1 1  ) -> 41000020
1789717279.147403 utf8_from_data: (1 1  ) -> 41000020
1789717279.147404 utf8_from_data: (1 1  ) -> 41000020
1789717279.147421 utf8_from_data: (1 1  ) -> 41000020
1789717279.147423 utf8_from_data: (1 1  ) -> 41000020
1789717279.147425 utf8_from_data: (1 1  ) -> 41000020
1789717279.147428 utf8_from_data: (1 1  ) -> 41000020
1789717279.147430 utf8_from_data: (1 1  ) -> 41000020
1789717279.147431 utf8_from_data: (1 1  ) -> 41000020
1789717279.147433 utf8_from_data: (1 1  ) -> 41000020
1789717279.147435 utf8_from_data: (1 1  ) -> 41000020
1789717279.147436 utf8_from_data: (1 1  ) -> 41000020
1789717279.147437 utf8_from_data: (1 1  ) -> 41000020
1789717279.147439 utf8_from_data: (1 1  ) -> 41000020
1789717279.147441 screen_write_collect_add: wrapped at 80,23
1789717279.147443 screen_write_linefeed: at 80,23 (region 0-23)
1789717279.147446 screen_write_collect_scroll: at 80,23 (region 0-23)
1789717279.147448 screen_write_collect_trim: 0x60e0800960a0 0-79 end 0-66
1789717279.147450 screen_write_collect_trim: 0x60e0800960a0 now 67-81
1789717279.147452 screen_write_collect_end: 67 3.11/site-packages/vllm/tracing/otel.py", line 178, in sync_wrapper (at 0,23)
1789717279.147454 utf8_from_data: (1 1 3) -> 41000033
1789717279.147456 utf8_from_data: (1 1 3) -> 41000033
1789717279.147458 utf8_from_data: (1 1 3) -> 41000033
1789717279.147459 utf8_from_data: (1 1 3) -> 41000033
1789717279.147461 utf8_from_data: (1 1 3) -> 41000033
1789717279.147463 utf8_from_data: (1 1 3) -> 41000033
1789717279.147464 utf8_from_data: (1 1 3) -> 41000033
1789717279.147466 utf8_from_data: (1 1 3) -> 41000033
1789717279.147468 utf8_from_data: (1 1 3) -> 41000033
1789717279.147469 utf8_from_data: (1 1 3) -> 41000033
1789717279.147471 utf8_from_data: (1 1 3) -> 41000033
1789717279.147473 utf8_from_data: (1 1 3) -> 41000033
1789717279.147474 utf8_from_data: (1 1 3) -> 41000033
1789717279.147476 utf8_from_data: (1 1 3) -> 41000033
1789717279.147478 utf8_from_data: (1 1 3) -> 41000033
1789717279.147480 utf8_from_data: (1 1 3) -> 41000033
1789717279.147482 utf8_from_data: (1 1 3) -> 41000033
1789717279.147483 utf8_from_data: (1 1 3) -> 41000033
1789717279.147485 utf8_from_data: (1 1 3) -> 41000033
1789717279.147487 utf8_from_data: (1 1 3) -> 41000033
1789717279.147488 utf8_from_data: (1 1 3) -> 41000033
1789717279.147490 utf8_from_data: (1 1 3) -> 41000033
1789717279.147492 utf8_from_data: (1 1 3) -> 41000033
1789717279.147493 utf8_from_data: (1 1 3) -> 41000033
1789717279.147495 utf8_from_data: (1 1 3) -> 41000033
1789717279.147497 utf8_from_data: (1 1 3) -> 41000033
1789717279.147499 utf8_from_data: (1 1 3) -> 41000033
1789717279.147501 utf8_from_data: (1 1 3) -> 41000033
1789717279.147502 utf8_from_data: (1 1 3) -> 41000033
1789717279.147504 utf8_from_data: (1 1 3) -> 41000033
1789717279.147506 utf8_from_data: (1 1 3) -> 41000033
1789717279.147507 utf8_from_data: (1 1 3) -> 41000033
1789717279.147509 utf8_from_data: (1 1 3) -> 41000033
1789717279.147511 utf8_from_data: (1 1 3) -> 41000033
1789717279.147512 utf8_from_data: (1 1 3) -> 41000033
1789717279.147515 utf8_from_data: (1 1 3) -> 41000033
1789717279.147516 utf8_from_data: (1 1 3) -> 41000033
1789717279.147519 utf8_from_data: (1 1 3) -> 41000033
1789717279.147520 utf8_from_data: (1 1 3) -> 41000033
1789717279.147522 utf8_from_data: (1 1 3) -> 41000033
1789717279.147524 utf8_from_data: (1 1 3) -> 41000033
1789717279.147525 utf8_from_data: (1 1 3) -> 41000033
1789717279.147527 utf8_from_data: (1 1 3) -> 41000033
1789717279.147529 utf8_from_data: (1 1 3) -> 41000033
1789717279.147531 utf8_from_data: (1 1 3) -> 41000033
1789717279.147534 utf8_from_data: (1 1 3) -> 41000033
1789717279.147535 utf8_from_data: (1 1 3) -> 41000033
1789717279.147537 utf8_from_data: (1 1 3) -> 41000033
1789717279.147539 utf8_from_data: (1 1 3) -> 41000033
1789717279.147541 utf8_from_data: (1 1 3) -> 41000033
1789717279.147543 utf8_from_data: (1 1 3) -> 41000033
1789717279.147546 utf8_from_data: (1 1 3) -> 41000033
1789717279.147548 utf8_from_data: (1 1 3) -> 41000033
1789717279.147550 utf8_from_data: (1 1 3) -> 41000033
1789717279.147552 utf8_from_data: (1 1 3) -> 41000033
1789717279.147553 utf8_from_data: (1 1 3) -> 41000033
1789717279.147555 utf8_from_data: (1 1 3) -> 41000033
1789717279.147557 utf8_from_data: (1 1 3) -> 41000033
1789717279.147559 utf8_from_data: (1 1 3) -> 41000033
1789717279.147561 utf8_from_data: (1 1 3) -> 41000033
1789717279.147563 utf8_from_data: (1 1 3) -> 41000033
1789717279.147564 utf8_from_data: (1 1 3) -> 41000033
1789717279.147566 utf8_from_data: (1 1 3) -> 41000033
1789717279.147567 utf8_from_data: (1 1 3) -> 41000033
1789717279.147569 utf8_from_data: (1 1 3) -> 41000033
1789717279.147571 utf8_from_data: (1 1 3) -> 41000033
1789717279.147572 utf8_from_data: (1 1 3) -> 41000033
1789717279.147574 input_c0_dispatch: '\r'
1789717279.147576 input_c0_dispatch: '\n'
1789717279.147577 screen_write_linefeed: at 0,23 (region 0-23)
1789717279.147581 screen_write_collect_scroll: at 0,23 (region 0-23)
1789717279.147583 input_csi_dispatch: 'm' "" "0;36"
1789717279.147585 parameter 0: number 0
1789717279.147587 parameter 1: number 36
1789717279.147590 screen_write_collect_trim: 0x60e08007c7a0 0-79 end 0-22
1789717279.147591 screen_write_collect_trim: 0x60e08007c7a0 now 23-81
1789717279.147593 screen_write_collect_end: 23 (APIServer pid=2188800) (at 0,23)
1789717279.147595 utf8_from_data: (1 1 () -> 41000028
1789717279.147596 utf8_from_data: (1 1 () -> 41000028
1789717279.147599 utf8_from_data: (1 1 () -> 41000028
1789717279.147600 utf8_from_data: (1 1 () -> 41000028
1789717279.147602 utf8_from_data: (1 1 () -> 41000028
1789717279.147604 utf8_from_data: (1 1 () -> 41000028
1789717279.147605 utf8_from_data: (1 1 () -> 41000028
1789717279.147606 utf8_from_data: (1 1 () -> 41000028
1789717279.147609 utf8_from_data: (1 1 () -> 41000028
1789717279.147610 utf8_from_data: (1 1 () -> 41000028
1789717279.147612 utf8_from_data: (1 1 () -> 41000028
1789717279.147614 utf8_from_data: (1 1 () -> 41000028
1789717279.147615 utf8_from_data: (1 1 () -> 41000028
1789717279.147618 utf8_from_data: (1 1 () -> 41000028
1789717279.147619 utf8_from_data: (1 1 () -> 41000028
1789717279.147621 utf8_from_data: (1 1 () -> 41000028
1789717279.147623 utf8_from_data: (1 1 () -> 41000028
1789717279.147625 utf8_from_data: (1 1 () -> 41000028
1789717279.147627 utf8_from_data: (1 1 () -> 41000028
1789717279.147628 utf8_from_data: (1 1 () -> 41000028
1789717279.147630 utf8_from_data: (1 1 () -> 41000028
1789717279.147632 utf8_from_data: (1 1 () -> 41000028
1789717279.147633 utf8_from_data: (1 1 () -> 41000028
1789717279.147635 input_csi_dispatch: 'm' "" "0;0"
1789717279.147637 parameter 0: number 0
1789717279.147638 parameter 1: number 0
1789717279.147640 screen_write_collect_trim: 0x60e0800d1190 0-22 before 23-55
1789717279.147642 screen_write_collect_trim: 0x60e08007c7a0 23-79 end 23-55
1789717279.147644 screen_write_collect_trim: 0x60e08007c7a0 now 56-81
1789717279.147646 screen_write_collect_end: 33      return func(*args, **kwargs) (at 23,23)
1789717279.147648 utf8_from_data: (1 1  ) -> 41000020
1789717279.147650 utf8_from_data: (1 1  ) -> 41000020
1789717279.147652 utf8_from_data: (1 1  ) -> 41000020
1789717279.147653 utf8_from_data: (1 1  ) -> 41000020
1789717279.147655 utf8_from_data: (1 1  ) -> 41000020
1789717279.147657 utf8_from_data: (1 1  ) -> 41000020
1789717279.147658 utf8_from_data: (1 1  ) -> 41000020
1789717279.147660 utf8_from_data: (1 1  ) -> 41000020
1789717279.147662 utf8_from_data: (1 1  ) -> 41000020
1789717279.147664 utf8_from_data: (1 1  ) -> 41000020
1789717279.147666 utf8_from_data: (1 1  ) -> 41000020
1789717279.147667 utf8_from_data: (1 1  ) -> 41000020
1789717279.147669 utf8_from_data: (1 1  ) -> 41000020
1789717279.147671 utf8_from_data: (1 1  ) -> 41000020
1789717279.147672 utf8_from_data: (1 1  ) -> 41000020
1789717279.147674 utf8_from_data: (1 1  ) -> 41000020
1789717279.147676 utf8_from_data: (1 1  ) -> 41000020
1789717279.147678 utf8_from_data: (1 1  ) -> 41000020
1789717279.147681 utf8_from_data: (1 1  ) -> 41000020
1789717279.147684 utf8_from_data: (1 1  ) -> 41000020
1789717279.147685 utf8_from_data: (1 1  ) -> 41000020
1789717279.147688 utf8_from_data: (1 1  ) -> 41000020
1789717279.147690 utf8_from_data: (1 1  ) -> 41000020
1789717279.147692 utf8_from_data: (1 1  ) -> 41000020
1789717279.147694 utf8_from_data: (1 1  ) -> 41000020
1789717279.147695 utf8_from_data: (1 1  ) -> 41000020
1789717279.147697 utf8_from_data: (1 1  ) -> 41000020
1789717279.147699 utf8_from_data: (1 1  ) -> 41000020
1789717279.147701 utf8_from_data: (1 1  ) -> 41000020
1789717279.147703 utf8_from_data: (1 1  ) -> 41000020
1789717279.147704 utf8_from_data: (1 1  ) -> 41000020
1789717279.147706 utf8_from_data: (1 1  ) -> 41000020
1789717279.147708 utf8_from_data: (1 1  ) -> 41000020
1789717279.147709 input_c0_dispatch: '\r'
1789717279.147711 input_c0_dispatch: '\n'
1789717279.147713 screen_write_linefeed: at 0,23 (region 0-23)
1789717279.147715 screen_write_collect_scroll: at 0,23 (region 0-23)
1789717279.147717 screen_write_collect_flush: scrolled 35 (region 0-23)
1789717279.147721 screen_write_collect_flush: flushed 53 items (screen_write_stop)
1789717279.147724 cmdq_next <global>: empty
1789717279.147726 server_client_check_pane_buffer: pane %0 is on
1789717279.147728 @0 active pane not changed
1789717279.147730 server_client_check_pane_buffer: %1 has 2338 minimum (of 2338) bytes used
1789717279.147732 server_client_check_pane_buffer: pane %1 is on
1789717279.147733 @1 active pane changed
1789717279.147735 @1 name timer already queued (390357 left)
1789717279.147741 %1 has 786 bytes
1789717279.147745 @1 alerts timer reset 0
1789717279.147747 screen_write_start_pane: size 80x24, pane %1 (at 0,0)
1789717279.147753 input_parse_buffer: %1 ground, 786 bytes: \033[0;36m(APIServer pid=2188800)\033[0;0m            ^^^^^^^^^^^^^^^^^^^^^\r\n\033[0;36m(APIServer pid=2188800)\033[0;0m   File "/home/zezheng/miniconda3/envs/cbetter/lib/python3.11/site-packages/vllm/entrypoints/launchers/launcher.py", line 269, in setup_server\r\n\033[0;36m(APIServer pid=2188800)\033[0;0m     sock = create_server_socket(sock_addr, reuse_port=reuse_port)\r\n\033[0;36m(APIServer pid=2188800)\033[0;0m            ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^\r\n\033[0;36m(APIServer pid=2188800)\033[0;0m   File "/home/zezheng/miniconda3/envs/cbetter/lib/python3.11/site-packages/vllm/entrypoints/launchers/launcher.py", line 218, in create_server_socket\r\n\033[0;36m(APIServer pid=2188800)\033[0;0m     sock.bind(addr)\r\n\033[0;36m(APIServer pid=2188800)\033[0;0m OSError: [Errno 98] Address already in use\r\n
